,EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
23437,212023469, 137.637641, 20.644138, 13.262, GO16021_LC|GO16052_LC|GO16083_LC
8905,211496860, 137.371123, 13.095404, 13.263, GO16021_LC|GO16058_LC|GO16065_LC
22824,212005281, 132.816807, 20.342872, 13.264, GO16052_LC
26545,212117162, 133.737928, 22.359989, 13.264, GO16052_LC
33425,251361248, 139.209208, 22.016788, 13.264, GO16052_LC
23016,212011497, 126.632204, 20.445217, 13.265, GO16052_LC
25858,212095879, 126.992622, 21.941045, 13.265, GO16052_LC
7531,211446127, 130.092682, 12.341922, 13.267, GO16052_LC
22517,211970966, 130.777923, 19.791575, 13.267, GO16021_LC|GO16022_LC|GO16031_LC|GO16052_LC|GO16060_LC
23338,212021053, 126.967684, 20.604483, 13.267, GO16021_LC|GO16052_LC
10375,211540599, 130.434183, 13.710287, 13.267, GO16052_LC
12327,211632602, 133.79826, 14.993676, 13.268, GO16065_LC
7885,211456341, 137.354975, 12.495978, 13.268, GO16021_LC|GO16052_LC
14345,211696128, 130.718087, 15.863978, 13.269, GO16021_LC|GO16052_LC
12388,211634498, 132.690436, 15.020428, 13.269, GO16052_LC
16865,211805173, 134.284821, 17.390358, 13.27, GO16052_LC
32479,251341498, 138.877896, 20.375986, 13.271, GO16021_LC|GO16052_LC|GO16083_LC
13581,211668968, 130.282697, 15.494066, 13.271, GO16021_LC|GO16052_LC|GO16083_LC
31273,251307788, 139.828184, 17.40823, 13.274, GO16004_LC|GO16052_LC
5886,211404594, 131.67811, 11.711848, 13.274, GO16052_LC
30016,251278053, 139.997493, 14.224903, 13.275, GO16021_LC|GO16052_LC
29182,212217068, 131.845834, 24.840997, 13.275, GO16004_LC|GO16021_LC
25773,212093119, 127.008368, 21.888976, 13.276, GO16021_LC|GO16052_LC
24076,212041431, 136.888181, 20.950624, 13.276, GO16021_LC|GO16052_LC
20785,211919747, 129.655137, 19.021132, 13.277, GO16021_LC|GO16022_LC|GO16031_LC|GO16052_LC|GO16060_LC
8807,211493812, 135.552368, 13.051209, 13.277, GO16021_LC|GO16052_LC
33863,251381003, 138.128377, 23.520911, 13.277, GO16004_LC|GO16052_LC
22798,212004429, 133.397332, 20.328812, 13.277, GO16052_LC
27145,212159666, 131.575107, 23.24588, 13.278, GO16052_LC
21028,211926290, 132.533784, 19.118296, 13.278, GO16004_LC|GO16052_LC
27121,212159064, 129.614527, 23.233663, 13.278, GO16004_LC|GO16052_LC
9235,211507088, 136.258646, 13.239337, 13.278, GO16004_LC|GO16052_LC
31441,251312062, 139.791563, 17.820629, 13.279, GO16021_LC|GO16052_LC
30708,251291272, 139.354442, 15.672125, 13.28, GO16021_LC|GO16052_LC
26948,212152710, 133.855024, 23.092161, 13.281, GO16021_LC|GO16052_LC
33227,251357824, 139.82476, 21.730329, 13.281, GO16021_LC|GO16052_LC
20341,211908091, 134.03976, 18.847082, 13.281, GO16021_LC|GO16052_LC
26172,212105925, 135.07257, 22.137639, 13.282, GO16004_LC|GO16052_LC
33259,251358296, 140.888156, 21.77384, 13.283, GO16021_LC|GO16052_LC|GO16083_LC
30187,251281723, 139.708742, 14.615331, 13.283, GO16021_LC|GO16052_LC|GO16083_LC
26176,212106023, 137.28314, 22.139495, 13.283, GO16004_LC|GO16052_LC
22821,212005141, 132.902424, 20.340513, 13.284, GO16004_LC|GO16052_LC
34861,251405122, 137.818781, 25.084159, 13.285, GO16021_LC|GO16052_LC
26415,212113212, 127.906022, 22.282054, 13.286, GO16004_LC|GO16052_LC
31388,251310344, 140.481222, 17.654636, 13.286, GO16052_LC
25350,212082017, 137.059163, 21.677911, 13.287, GO16052_LC
34315,251394638, 137.950005, 24.458242, 13.287, GO16005_LC|GO16021_LC|GO16041_LC|GO16052_LC|GO16083_LC
26054,212102471, 134.145044, 22.068152, 13.287, GO16004_LC|GO16052_LC
15221,211722796, 131.549732, 16.2239, 13.288, GO16021_LC|GO16052_LC
33567,251364192, 137.418758, 22.246235, 13.288, GO16004_LC|GO16052_LC
22750,212002803, 127.515398, 20.300784, 13.288, GO16052_LC
8798,211493497, 133.896629, 13.046375, 13.289, GO16052_LC
28324,212192129, 130.232178, 24.060689, 13.289, GO16005_LC|GO16052_LC|GO16074_LC|GO16083_LC
32379,251339582, 139.124925, 20.222434, 13.289, GO16004_LC|GO16052_LC
15951,211744418, 130.86196, 16.529292, 13.29, GO16052_LC
28741,212205755, 131.632306, 24.466722, 13.29, GO16052_LC
22830,212005379, 132.661878, 20.34442, 13.29, GO16021_LC|GO16052_LC
26666,212120875, 127.030724, 22.432653, 13.29, GO16052_LC
9289,211509129, 131.066471, 13.268368, 13.291, GO16052_LC
27159,212160173, 133.305974, 23.258163, 13.291, GO16052_LC
23329,212020858, 126.531385, 20.601161, 13.292, GO16052_LC
5746,211397844, 135.363976, 11.607637, 13.292, GO16004_LC|GO16052_LC
12141,211626429, 136.473519, 14.906502, 13.292, GO16004_LC|GO16052_LC
28269,212190783, 131.785672, 24.022783, 13.293, GO16052_LC
8799,211493551, 130.013905, 13.047247, 13.293, GO16052_LC
33519,251363015, 139.245871, 22.155427, 13.294, GO16021_LC|GO16052_LC|GO16083_LC
27966,212182974, 134.636924, 23.816563, 13.295, GO16021_LC|GO16052_LC|GO16083_LC
20905,211922796, 138.731588, 19.065408, 13.295, GO16021_LC|GO16052_LC
30926,251295674, 140.403353, 16.154355, 13.295, GO16052_LC
32309,251338383, 140.950679, 20.12194, 13.296, GO16021_LC|GO16052_LC|GO16083_LC
8634,211487917, 130.63793, 12.964293, 13.296, GO16005_LC|GO16021_LC|GO16052_LC
11396,211604003, 136.631655, 14.593352, 13.297, GO16052_LC
8786,211493125, 137.437977, 13.040566, 13.297, GO16004_LC|GO16021_LC
28704,212204663, 129.783568, 24.431386, 13.298, GO16052_LC
28729,212205309, 131.171462, 24.452668, 13.298, GO16052_LC
11743,211614323, 135.902035, 14.734142, 13.298, GO16021_LC|GO16052_LC
27708,212176029, 132.626299, 23.634247, 13.298, GO16005_LC|GO16021_LC|GO16052_LC|GO16056_LC
11382,211603598, 131.604042, 14.587687, 13.299, GO16021_LC|GO16052_LC
23225,212018067, 134.063572, 20.554008, 13.299, GO16052_LC
17783,211831043, 137.911505, 17.757203, 13.299, GO16052_LC
33760,251377558, 136.886693, 23.272022, 13.299, GO16021_LC|GO16052_LC|GO16083_LC
31085,251299339, 139.33597, 16.535589, 13.3, GO16021_LC|GO16052_LC|GO16083_LC
29193,212217227, 133.746591, 24.845939, 13.301, GO16052_LC|GO16083_LC
7606,211448349, 132.413654, 12.375315, 13.301, GO16021_LC|GO16064_LC
19549,211881419, 132.935287, 18.456246, 13.302, GO16089_LC|GO16096_LC|GO16096_SC
18217,211842927, 133.119026, 17.921617, 13.302, GO16004_LC|GO16021_LC
12159,211626833, 129.807131, 14.912189, 13.302, GO16005_LC|GO16052_LC|GO16056_LC|GO16065_LC
31466,251312735, 140.152516, 17.88209, 13.303, GO16021_LC|GO16052_LC|GO16083_LC
7360,211441194, 129.504551, 12.264341, 13.303, GO16052_LC
21687,211943531, 137.643049, 19.377685, 13.304, GO16052_LC
18184,211842090, 137.659507, 17.909718, 13.304, GO16021_LC|GO16052_LC
12746,211644647, 133.368172, 15.160936, 13.304, GO16004_LC|GO16052_LC
25182,212076312, 136.216781, 21.57212, 13.305, GO16021_LC|GO16052_LC
30266,251283138, 140.371056, 14.776889, 13.305, GO16052_LC|GO16083_LC
25938,212098303, 136.42931, 21.988268, 13.306, GO16021_LC|GO16052_LC|GO16083_LC
8314,211471362, 131.768361, 12.723774, 13.307, GO16021_LC|GO16052_LC|GO16074_LC|GO16083_LC
16265,211754011, 137.708434, 16.664179, 13.307, GO16021_LC|GO16052_LC|GO16083_LC
27218,212161950, 133.162955, 23.297149, 13.308, GO16052_LC
26514,212116226, 135.677471, 22.341638, 13.308, GO16021_LC|GO16052_LC
6012,211407852, 136.774433, 11.760778, 13.309, GO16052_LC
19273,211873473, 136.567958, 18.342793, 13.309, GO16052_LC
29029,212213251, 129.79623, 24.712328, 13.309, GO16005_LC|GO16021_LC|GO16052_LC|GO16083_LC
24576,212056107, 134.362584, 21.20641, 13.309, GO16021_LC|GO16052_LC|GO16083_LC
18284,211844809, 134.438725, 17.946861, 13.309, GO16004_LC|GO16052_LC
7087,211434189, 132.733522, 12.158005, 13.31, GO16021_LC|GO16031_LC|GO16064_LC
11083,211589118, 136.753723, 14.392048, 13.311, GO16004_LC|GO16021_LC
24563,212055678, 136.694355, 21.19928, 13.312, GO16052_LC|GO16056_LC|GO16083_LC
24073,212041321, 128.07424, 20.948782, 13.312, GO16052_LC
26398,212112690, 127.805379, 22.271562, 13.312, GO16052_LC
33598,251365170, 139.005134, 22.317767, 13.313, GO16041_LC|GO16056_LC
27246,212162924, 130.145941, 23.320181, 13.313, GO16004_LC|GO16052_LC
26926,212150633, 136.406195, 23.045284, 13.313, GO16004_LC|GO16052_LC
26082,212103439, 127.355614, 22.087574, 13.314, GO16052_LC
25343,212081862, 135.833857, 21.674591, 13.314, GO16052_LC
17403,211820342, 131.001838, 17.605334, 13.315, GO16052_LC
20578,211914237, 130.002986, 18.938005, 13.315, GO16052_LC
14659,211705744, 130.421495, 15.991034, 13.315, GO16005_LC|GO16052_LC|GO16056_LC
14106,211689197, 132.831847, 15.76993, 13.316, GO16052_LC
34655,251401642, 137.698079, 24.882452, 13.317, GO16021_LC|GO16052_LC|GO16083_LC
26265,212108981, 134.365129, 22.198016, 13.317, GO16004_LC|GO16052_LC
22104,211954605, 137.349021, 19.543372, 13.319, GO16021_LC|GO16052_LC
28014,212184025, 133.78948, 23.84533, 13.319, GO16052_LC
34171,251390801, 136.657669, 24.20375, 13.319, GO16021_LC|GO16065_LC
21460,211937764, 134.826994, 19.290767, 13.319, GO16004_LC|GO16052_LC
28313,212191853, 133.339159, 24.052729, 13.319, GO16004_LC
20629,211915602, 130.059457, 18.958731, 13.32, GO16021_LC|GO16022_LC|GO16052_LC
13257,211659474, 131.622743, 15.364765, 13.32, GO16021_LC|GO16052_LC
21702,211943814, 133.062611, 19.381619, 13.32, GO16021_LC|GO16052_LC
18320,211845883, 133.409109, 17.961568, 13.321, GO16021_LC|GO16052_LC|GO16083_LC
24379,212049905, 135.69121, 21.096938, 13.321, GO16004_LC|GO16052_LC
15336,211725950, 133.920991, 16.26663, 13.321, GO16021_LC|GO16052_LC
24939,212069742, 127.204701, 21.451031, 13.321, GO16052_LC
34198,251391537, 136.432855, 24.25295, 13.322, GO16021_LC|GO16052_LC|GO16083_LC
31663,251318094, 139.559736, 18.355264, 13.322, GO16052_LC
18512,211851080, 136.630784, 18.033058, 13.323, GO16052_LC
30833,251293827, 140.580954, 15.956173, 13.324, GO16021_LC|GO16052_LC|GO16083_LC
19725,211889451, 137.227027, 18.571899, 13.324, GO16005_LC|GO16021_LC|GO16052_LC
32783,251348395, 140.700807, 20.945284, 13.324, GO16004_LC|GO16021_LC|GO16052_LC
10838,211555881, 130.09664, 13.92346, 13.325, GO16052_LC
30502,251287328, 139.315271, 15.229075, 13.325, GO16005_LC|GO16052_LC|GO16083_LC
15985,211745245, 137.387787, 16.541646, 13.327, GO16052_LC
13810,211676904, 131.584809, 15.602657, 13.327, GO16052_LC
16466,211761568, 135.943605, 16.770168, 13.329, GO16021_LC|GO16052_LC
13022,211653001, 131.342553, 15.274762, 13.329, GO16021_LC|GO16058_LC
33496,251362666, 137.789297, 22.128476, 13.33, GO16021_LC|GO16052_LC|GO16083_LC
11374,211603436, 138.389232, 14.585393, 13.331, GO16052_LC
11957,211621115, 134.786546, 14.830023, 13.333, GO16052_LC
20305,211906897, 129.986698, 18.829396, 13.333, GO16052_LC
14398,211697724, 136.712594, 15.884876, 13.333, GO16052_LC
8171,211465852, 136.346603, 12.642183, 13.334, GO16021_LC|GO16052_LC
26079,212103226, 135.996105, 22.083225, 13.334, GO16052_LC
31015,251297649, 139.463061, 16.359154, 13.334, GO16005_LC|GO16052_LC|GO16056_LC|GO16083_LC
9478,211514834, 135.332647, 13.34772, 13.334, GO16004_LC|GO16021_LC
16261,211753935, 133.050766, 16.663029, 13.335, GO16004_LC|GO16021_LC|GO16052_LC
18600,211853649, 129.842572, 18.068628, 13.335, GO16052_LC
10183,211535216, 137.05616, 13.634845, 13.335, GO16005_LC|GO16021_LC|GO16052_LC
31857,251323332, 139.233286, 18.794539, 13.336, GO16021_LC|GO16052_LC|GO16083_LC
16297,211755002, 136.488673, 16.677771, 13.338, GO16004_LC|GO16021_LC|GO16052_LC
22058,211953336, 129.767118, 19.522684, 13.339, GO16021_LC|GO16022_LC|GO16031_LC|GO16052_LC|GO16060_LC
20841,211921250, 133.476559, 19.043335, 13.339, GO16021_LC|GO16052_LC
27747,212177061, 134.764062, 23.660753, 13.339, GO16052_LC
15075,211718389, 138.922032, 16.163196, 13.34, GO16052_LC
32280,251338033, 140.794906, 20.091491, 13.34, GO16052_LC
34444,251397506, 136.320434, 24.636738, 13.34, GO16052_LC
16224,211752854, 138.584336, 16.647779, 13.341, GO16021_LC|GO16052_LC
30932,251295852, 140.552251, 16.173473, 13.341, GO16052_LC
34673,251402039, 134.326665, 24.906233, 13.343, GO16052_LC
33705,251375686, 136.847302, 23.128897, 13.343, GO16052_LC
17389,211819914, 131.811305, 17.599195, 13.344, GO16004_LC|GO16052_LC
8142,211464853, 132.850006, 12.626733, 13.346, GO16021_LC|GO16039_LC|GO16052_LC|GO16083_LC
19393,211876626, 136.081724, 18.388025, 13.347, GO16052_LC
27450,212168512, 131.421319, 23.450964, 13.347, GO16052_LC
20802,211920334, 135.86919, 19.030181, 13.348, GO16004_LC|GO16052_LC
35067,251409897, 133.183377, 25.353867, 13.349, GO16052_LC
25458,212084340, 136.732259, 21.721509, 13.349, GO16004_LC|GO16052_LC
21014,211926098, 133.671852, 19.115223, 13.349, GO16021_LC|GO16065_LC
13503,211666350, 130.754208, 15.459333, 13.349, GO16021_LC|GO16052_LC
21733,211944718, 131.080781, 19.394947, 13.349, GO16021_LC|GO16052_LC
7182,211436030, 131.239851, 12.18604, 13.35, GO16052_LC
12482,211637624, 132.899715, 15.064492, 13.35, GO16052_LC
26700,212121912, 127.438589, 22.454051, 13.351, GO16052_LC
19020,211865757, 130.032191, 18.236005, 13.352, GO16021_LC|GO16052_LC
10452,211542636, 137.067448, 13.739586, 13.353, GO16052_LC
29243,212218227, 131.577004, 24.88017, 13.353, GO16021_LC|GO16052_LC
27781,212178308, 133.753842, 23.691748, 13.353, GO16052_LC
29194,212217251, 129.518004, 24.846603, 13.354, GO16052_LC
29549,212225150, 131.613045, 25.155194, 13.354, GO16021_LC|GO16052_LC
18364,211846967, 133.414908, 17.976022, 13.354, GO16004_LC|GO16052_LC
21055,211927030, 130.908768, 19.129642, 13.354, GO16005_LC|GO16052_LC|GO16056_LC
18333,211846204, 136.879356, 17.96585, 13.354, GO16052_LC
21818,211946941, 137.308348, 19.427711, 13.355, GO16021_LC|GO16052_LC
7761,211452819, 134.654641, 12.442612, 13.355, GO16021_LC|GO16052_LC
12945,211650355, 130.260613, 15.239409, 13.355, GO16021_LC|GO16052_LC
21385,211935790, 134.046702, 19.26174, 13.355, GO16052_LC
28142,212187292, 131.814929, 23.931233, 13.355, GO16052_LC
7369,211441403, 129.964204, 12.267535, 13.355, GO16052_LC
32849,251349970, 139.187926, 21.075402, 13.356, GO16004_LC|GO16052_LC
24264,212046441, 128.822241, 21.035584, 13.356, GO16021_LC|GO16052_LC
29128,212215486, 130.29572, 24.787111, 13.356, GO16021_LC|GO16052_LC
23828,212034393, 136.45203, 20.826836, 13.357, GO16052_LC
25460,212084405, 136.432869, 21.722738, 13.357, GO16052_LC
7085,211434085, 137.617269, 12.156566, 13.357, GO16021_LC|GO16052_LC
25405,212083186, 128.164975, 21.700066, 13.357, GO16052_LC
11526,211607804, 137.399362, 14.644767, 13.358, GO16052_LC|GO16065_LC
25742,212092165, 126.472247, 21.86993, 13.358, GO16021_LC|GO16052_LC
25613,212088868, 134.351808, 21.805273, 13.358, GO16052_LC
7425,211443341, 133.751669, 12.29816, 13.359, GO16021_LC|GO16052_LC|GO16083_LC
30873,251294507, 140.454591, 16.030478, 13.36, GO16021_LC|GO16052_LC
20649,211916172, 130.259872, 18.968148, 13.36, GO16021_LC|GO16052_LC
6962,211431426, 134.371721, 12.115897, 13.36, GO16052_LC
24633,212057919, 135.743363, 21.237403, 13.36, GO16021_LC|GO16052_LC
24643,212058266, 127.451916, 21.243833, 13.36, GO16052_LC
17503,211822999, 130.046527, 17.642731, 13.362, GO16052_LC
30273,251283210, 140.055442, 14.784979, 13.362, GO16021_LC|GO16052_LC
20870,211921976, 130.517397, 19.053972, 13.362, GO16021_LC|GO16052_LC
15214,211722412, 130.986947, 16.218591, 13.364, GO16052_LC
32513,251342185, 140.286587, 20.430595, 13.365, GO16021_LC|GO16052_LC
30521,251287662, 139.758066, 15.26927, 13.366, GO16021_LC|GO16052_LC
19898,211895808, 136.266691, 18.665066, 13.367, GO16021_LC|GO16052_LC|GO16083_LC
26579,212118088, 136.093467, 22.37868, 13.368, GO16021_LC|GO16052_LC
14172,211691628, 132.418788, 15.803045, 13.368, GO16052_LC
11677,211612327, 132.553862, 14.705722, 13.368, GO16005_LC|GO16021_LC|GO16052_LC|GO16083_LC
29212,212217568, 132.14656, 24.857658, 13.369, GO16052_LC
15410,211728289, 134.089402, 16.300895, 13.37, GO16052_LC
33074,251354618, 138.059986, 21.45977, 13.371, GO16005_LC|GO16052_LC|GO16083_LC
12380,211634299, 136.863622, 15.017985, 13.371, GO16004_LC|GO16052_LC
30765,251292405, 140.068196, 15.796642, 13.372, GO16021_LC|GO16052_LC
23093,212013979, 136.978872, 20.486537, 13.372, GO16021_LC|GO16052_LC
7327,211440031, 132.854807, 12.247125, 13.373, GO16021_LC|GO16052_LC|GO16083_LC
26456,212114469, 136.304698, 22.307527, 13.373, GO16021_LC|GO16041_LC|GO16052_LC|GO16083_LC
13039,211653669, 137.425597, 15.283514, 13.373, GO16052_LC
11594,211609805, 136.877193, 14.6723, 13.373, GO16052_LC
15334,211725924, 134.107037, 16.26638, 13.374, GO16005_LC|GO16021_LC|GO16052_LC
22586,211992759, 136.52063, 20.135317, 13.374, GO16021_LC|GO16052_LC
32732,251347223, 140.519294, 20.843436, 13.374, GO16052_LC
5846,211403194, 133.675117, 11.690279, 13.375, GO16052_LC
22409,211964755, 131.3986, 19.697288, 13.375, GO16051_LC|GO16080_LC|GO16051_SC|GO16080_SC
14388,211697438, 133.479377, 15.881174, 13.376, GO16052_LC
16354,211756904, 135.716658, 16.705096, 13.376, GO16021_LC|GO16052_LC|GO16056_LC|GO16071_LC
17904,211834207, 134.041009, 17.801295, 13.376, GO16004_LC|GO16021_LC
26861,212129678, 127.25797, 22.611758, 13.376, GO16005_LC|GO16052_LC
34032,251385325, 136.229496, 23.829696, 13.377, GO16052_LC
28715,212204874, 131.161944, 24.438227, 13.377, GO16021_LC|GO16052_LC|GO16083_LC
25411,212083330, 136.422337, 21.702909, 13.378, GO16004_LC|GO16052_LC
6508,211420497, 132.485965, 11.948134, 13.379, GO16021_LC|GO16064_LC
24366,212049587, 127.902909, 21.091165, 13.38, GO16021_LC|GO16052_LC
6852,211429166, 132.965596, 12.079666, 13.38, GO16001_LC|GO16021_LC|GO16031_LC|GO16064_LC
22255,211959273, 129.743031, 19.613771, 13.38, GO16021_LC|GO16022_LC|GO16031_LC|GO16052_LC|GO16060_LC
15172,211721235, 136.152127, 16.202411, 13.38, GO16021_LC|GO16052_LC
12640,211641490, 131.183725, 15.117918, 13.381, GO16005_LC|GO16021_LC|GO16052_LC|GO16083_LC
23660,212029531, 135.682722, 20.746533, 13.382, GO16052_LC
6769,211427425, 132.677582, 12.052796, 13.382, GO16021_LC|GO16031_LC|GO16064_LC
15316,211725644, 135.842563, 16.262309, 13.382, GO16021_LC|GO16052_LC|GO16083_LC
15716,211737882, 130.335227, 16.436663, 13.383, GO16021_LC|GO16052_LC
13322,211661257, 135.71377, 15.388831, 13.384, GO16005_LC|GO16052_LC|GO16083_LC
16875,211805725, 135.462738, 17.398081, 13.384, GO16004_LC|GO16021_LC
9582,211517541, 131.317696, 13.38613, 13.385, GO16021_LC|GO16052_LC
8920,211497375, 134.223228, 13.102635, 13.385, GO16052_LC
22342,211962049, 130.468623, 19.656442, 13.385, GO16021_LC|GO16052_LC|GO16083_LC
28454,212195121, 130.551796, 24.146045, 13.386, GO16052_LC
20334,211907931, 134.172618, 18.844859, 13.386, GO16052_LC
29095,212214750, 130.252722, 24.762089, 13.386, GO16052_LC
10234,211536625, 129.550669, 13.655064, 13.386, GO16052_LC
28034,212184474, 131.73692, 23.857563, 13.386, GO16052_LC
18879,211861933, 134.501636, 18.183774, 13.386, GO16052_LC
6654,211424492, 136.64678, 12.007606, 13.387, GO16052_LC
31494,251313381, 139.194041, 17.93948, 13.388, GO16021_LC|GO16052_LC|GO16083_LC
9529,211516122, 133.543627, 13.36647, 13.39, GO16052_LC
26097,212103884, 133.187744, 22.095953, 13.39, GO16052_LC
28278,212190942, 133.001794, 24.027608, 13.391, GO16021_LC|GO16052_LC
23314,212020639, 128.302424, 20.59732, 13.392, GO16052_LC
25869,212096170, 137.026902, 21.947036, 13.393, GO16052_LC
14837,211711171, 136.045513, 16.064406, 13.394, GO16052_LC
23418,212022795, 126.959262, 20.633353, 13.394, GO16052_LC
9517,211515876, 129.368186, 13.362879, 13.395, GO16052_LC
19459,211878833, 131.031349, 18.419351, 13.395, GO16052_LC
21458,211937741, 132.628138, 19.290355, 13.395, GO16021_LC|GO16052_LC
25018,212071969, 136.354614, 21.491712, 13.396, GO16004_LC|GO16021_LC
33886,251381546, 137.523473, 23.561545, 13.396, GO16052_LC
31665,251318130, 139.425235, 18.358752, 13.396, GO16052_LC
9738,211521887, 130.160832, 13.447888, 13.398, GO16052_LC
15436,211729040, 136.687556, 16.311848, 13.399, GO16052_LC
7071,211433859, 130.109727, 12.153139, 13.399, GO16021_LC|GO16039_LC
23517,212025590, 134.762609, 20.679582, 13.399, GO16052_LC
11068,211587856, 136.846792, 14.375776, 13.4, GO16021_LC|GO16052_LC
15130,211720482, 139.041564, 16.192089, 13.4, GO16004_LC|GO16021_LC|GO16052_LC
20176,211903874, 134.073479, 18.783818, 13.4, GO16021_LC|GO16052_LC
24895,212068141, 136.773339, 21.422096, 13.4, GO16021_LC|GO16052_LC
18044,211838210, 130.262502, 17.857824, 13.4, GO16021_LC|GO16039_LC
22150,211956026, 136.097502, 19.565575, 13.401, GO16005_LC|GO16052_LC|GO16056_LC
16825,211803597, 135.919417, 17.367353, 13.402, GO16004_LC|GO16052_LC
7976,211459533, 132.675911, 12.545347, 13.402, GO16052_LC|GO16083_LC
25228,212077970, 133.598404, 21.602563, 13.403, GO16052_LC
21902,211949039, 130.064599, 19.458621, 13.405, GO16021_LC|GO16022_LC|GO16031_LC|GO16052_LC|GO16060_LC
20656,211916305, 137.378141, 18.970281, 13.405, GO16021_LC|GO16052_LC
6139,211411112, 132.612448, 11.808697, 13.405, GO16011_LC|GO16021_LC|GO16031_LC|GO16064_LC
15620,211735181, 132.735216, 16.399113, 13.406, GO16021_LC|GO16052_LC
10033,211530138, 137.150675, 13.56488, 13.407, GO16021_LC|GO16052_LC
7913,211457238, 131.543399, 12.509353, 13.407, GO16004_LC|GO16052_LC
23618,212028348, 128.257795, 20.726698, 13.408, GO16052_LC
26606,212118875, 134.659821, 22.394091, 13.408, GO16052_LC
15781,211739709, 130.915352, 16.46249, 13.41, GO16004_LC|GO16052_LC
28526,212197204, 133.294458, 24.2054, 13.41, GO16004_LC|GO16052_LC
22564,211990218, 137.817354, 20.095988, 13.41, GO16004_LC|GO16052_LC
13663,211672076, 138.922958, 15.536872, 13.411, GO16052_LC
19493,211879977, 131.418293, 18.43571, 13.412, GO16021_LC|GO16052_LC
30618,251289548, 140.519606, 15.479458, 13.412, GO16052_LC
21153,211929264, 134.430913, 19.163503, 13.412, GO16021_LC|GO16052_LC
33495,251362632, 138.066969, 22.125979, 13.412, GO16052_LC
6311,211415109, 133.205188, 11.868961, 13.412, GO16021_LC|GO16031_LC|GO16064_LC
27717,212176244, 133.307542, 23.639815, 13.413, GO16021_LC|GO16052_LC
32198,251336530, 139.796012, 19.967829, 13.415, GO16021_LC|GO16052_LC|GO16083_LC
27392,212166951, 129.719543, 23.41585, 13.415, GO16052_LC
21793,211946192, 132.819358, 19.416755, 13.415, GO16004_LC|GO16052_LC
8725,211490999, 130.798847, 13.009593, 13.416, GO16011_LC|GO16015_LC|GO16021_LC|GO16077_LC
28482,212195666, 133.44788, 24.161904, 13.416, GO16004_LC|GO16052_LC
11974,211621579, 133.927712, 14.83627, 13.417, GO16052_LC|GO16056_LC
21507,211938786, 137.522224, 19.306433, 13.418, GO16021_LC|GO16052_LC
30451,251286448, 140.169718, 15.131032, 13.418, GO16052_LC
14549,211702284, 133.938762, 15.945315, 13.418, GO16021_LC|GO16052_LC
10736,211551616, 131.773282, 13.863725, 13.418, GO16052_LC
31461,251312474, 140.677547, 17.858095, 13.418, GO16052_LC
33794,251378701, 137.968593, 23.356174, 13.42, GO16004_LC|GO16021_LC
19331,211875290, 136.321905, 18.369029, 13.421, GO16004_LC|GO16052_LC
27375,212166541, 135.976729, 23.406154, 13.421, GO16052_LC
31735,251320013, 140.875431, 18.525675, 13.421, GO16021_LC|GO16052_LC|GO16083_LC
28844,212207670, 132.722722, 24.526386, 13.421, GO16052_LC
8521,211483508, 132.43653, 12.900366, 13.422, GO16021_LC|GO16052_LC|GO16083_LC
6431,211418470, 130.415272, 11.91856, 13.422, GO16021_LC|GO16052_LC
22163,211956360, 132.764382, 19.570641, 13.422, GO16052_LC
32064,251328466, 139.497134, 19.240104, 13.422, GO16052_LC
6677,211425270, 133.15322, 12.019225, 13.423, GO16021_LC|GO16052_LC
29116,212215245, 133.899232, 24.77907, 13.423, GO16052_LC
20898,211922654, 130.946473, 19.063355, 13.423, GO16052_LC|GO16056_LC
23527,212025912, 127.492675, 20.684802, 13.423, GO16052_LC
33960,251383482, 138.134318, 23.702884, 13.424, GO16021_LC|GO16052_LC
19077,211867417, 132.763099, 18.25848, 13.424, GO16021_LC|GO16052_LC|GO16083_LC
13233,211658954, 131.072356, 15.357346, 13.424, GO16052_LC
14198,211692552, 137.705944, 15.815497, 13.424, GO16052_LC
25807,212094353, 135.692768, 21.912486, 13.424, GO16005_LC|GO16052_LC|GO16083_LC
9583,211517571, 134.477548, 13.386607, 13.425, GO16052_LC
29993,251277421, 140.534313, 14.161211, 13.425, GO16052_LC
29151,212216221, 133.675983, 24.81187, 13.425, GO16004_LC|GO16052_LC
31407,251311001, 139.966542, 17.719424, 13.427, GO16052_LC
13390,211662883, 130.256873, 15.411369, 13.427, GO16021_LC|GO16052_LC|GO16083_LC
26820,212126914, 126.874573, 22.555822, 13.427, GO16052_LC
29229,212217891, 131.147425, 24.868503, 13.428, GO16052_LC
8812,211494148, 129.924955, 13.056364, 13.428, GO16052_LC
5879,211404364, 133.069387, 11.708321, 13.428, GO16021_LC|GO16031_LC
10586,211546709, 134.626781, 13.797193, 13.429, GO16021_LC|GO16052_LC|GO16083_LC
30509,251287486, 139.857798, 15.248214, 13.429, GO16052_LC
29310,212219740, 129.989347, 24.934346, 13.429, GO16052_LC
29705,212228847, 131.697922, 25.330786, 13.429, GO16021_LC|GO16052_LC|GO16083_LC
9992,211529065, 131.266597, 13.549833, 13.431, GO16011_LC|GO16015_LC|GO16021_LC|GO16052_LC|GO16077_LC|GO16101_LC|GO16011_SC|GO16015_SC|GO16101_SC
23212,212017612, 127.766672, 20.546906, 13.431, GO16052_LC
