,EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
29063,212214070, 132.719248, 24.739361, 14.557, GO16052_LC|GO16083_LC
23026,212011980, 127.398042, 20.452617, 14.557, GO16052_LC
19730,211889714, 130.169472, 18.575795, 14.557, GO16004_LC|GO16052_LC
16703,211795909, 138.864287, 17.259504, 14.558, GO16052_LC
20477,211911961, 136.813337, 18.904854, 14.558, GO16052_LC
16457,211761155, 134.411661, 16.764563, 14.558, GO16052_LC
14114,211689493, 137.172222, 15.774015, 14.559, GO16052_LC
15026,211716796, 134.86221, 16.141238, 14.559, GO16052_LC
19866,211894821, 136.215417, 18.650354, 14.559, GO16052_LC
18121,211840286, 130.532107, 17.885638, 14.56, GO16052_LC
31649,251317849, 140.532003, 18.334114, 14.56, GO16079_LC|GO16095_LC|GO16102_LC
22969,212009862, 134.360269, 20.417634, 14.56, GO16052_LC
28617,212201489, 133.135239, 24.332489, 14.56, GO16052_LC
21626,211941902, 131.542205, 19.353825, 14.561, GO16079_LC|GO16095_LC
9499,211515499, 135.575821, 13.357393, 14.561, GO16005_LC|GO16052_LC
26094,212103716, 127.356767, 22.092812, 14.561, GO16052_LC|GO16060_LC
19234,211872076, 132.587342, 18.32349, 14.561, GO16052_LC
34866,251405260, 136.306527, 25.091319, 14.562, GO16052_LC
9939,211527419, 132.618047, 13.526701, 14.562, GO16052_LC
12579,211640101, 133.184662, 15.098799, 14.563, GO16052_LC
16712,211796510, 135.780487, 17.267399, 14.563, GO16052_LC
17127,211812476, 131.500726, 17.493277, 14.563, GO16005_LC|GO16052_LC|GO16083_LC
30912,251295453, 139.521308, 16.13102, 14.563, GO16052_LC
20906,211922804, 130.946072, 19.065586, 14.564, GO16052_LC
6981,211431923, 133.735337, 12.123711, 14.564, GO16052_LC
27257,212163102, 130.049157, 23.324711, 14.564, GO16052_LC
29162,212216601, 133.381957, 24.825058, 14.564, GO16052_LC
17473,211822156, 129.599333, 17.631309, 14.564, GO16079_LC|GO16095_LC
23356,212021441, 128.713197, 20.611079, 14.565, GO16052_LC
23490,212024868, 135.854514, 20.667383, 14.565, GO16079_LC|GO16095_LC
15167,211721096, 130.355554, 16.200504, 14.565, GO16005_LC|GO16052_LC
10267,211537406, 135.605691, 13.665386, 14.565, GO16052_LC
22071,211953812, 133.106695, 19.530276, 14.566, GO16052_LC
24125,212042723, 134.699425, 20.972002, 14.566, GO16039_LC
9868,211525873, 132.54808, 13.504654, 14.566, GO16052_LC
32041,251327770, 139.94166, 19.179127, 14.567, GO16052_LC
22232,211958442, 134.467682, 19.601753, 14.567, GO16052_LC|GO16083_LC
10745,211551934, 131.63677, 13.867981, 14.567, GO16052_LC
11073,211588566, 136.374168, 14.385012, 14.567, GO16039_LC
28228,212189414, 131.077749, 23.987544, 14.568, GO16052_LC
33186,251356953, 139.572113, 21.653769, 14.568, GO16052_LC
25040,212072624, 134.938963, 21.504171, 14.568, GO16005_LC|GO16052_LC
17494,211822797, 130.410365, 17.640005, 14.568, GO16011_LC|GO16015_LC|GO16022_LC|GO16031_LC|GO16052_LC|GO16060_LC|GO16075_LC|GO16101_LC|GO16902_LC|GO16015_SC|GO16075_SC|GO16101_SC
17905,211834218, 133.822088, 17.801519, 14.568, GO16052_LC
33426,251361288, 138.88891, 22.019247, 14.569, GO16052_LC
23800,212033617, 128.217061, 20.814283, 14.569, GO16052_LC
5696,211394439, 136.545305, 11.555783, 14.569, GO16052_LC
16244,211753399, 133.628135, 16.655573, 14.569, GO16052_LC
19120,211868694, 130.499625, 18.275653, 14.569, GO16095_LC
29708,212228899, 130.120087, 25.332982, 14.569, GO16052_LC
21602,211941123, 132.816378, 19.342028, 14.57, GO16079_LC|GO16095_LC
20705,211917753, 137.615025, 18.991744, 14.57, GO16052_LC
8828,211494780, 130.879445, 13.065387, 14.57, GO16005_LC|GO16052_LC
6484,211419979, 133.154282, 11.940898, 14.571, GO16052_LC
5774,211399736, 136.926379, 11.636515, 14.571, GO16052_LC
23187,212016728, 136.182823, 20.532487, 14.571, GO16052_LC
11120,211591196, 135.416042, 14.419907, 14.571, GO16052_LC
16329,211756078, 137.193298, 16.692756, 14.571, GO16052_LC
14121,211689853, 135.764162, 15.778554, 14.571, GO16052_LC
29501,212223808, 129.542716, 25.098775, 14.571, GO16079_LC
32202,251336585, 140.116667, 19.972256, 14.571, GO16052_LC
25054,212072928, 136.930468, 21.509905, 14.572, GO16052_LC
32547,251343115, 141.132418, 20.503943, 14.572, GO16005_LC|GO16052_LC|GO16083_LC
8947,211498322, 129.406499, 13.115855, 14.572, GO16052_LC
13645,211671369, 138.910746, 15.527321, 14.573, GO16052_LC
6007,211407755, 132.304012, 11.759331, 14.573, GO16011_LC|GO16039_LC|GO16052_LC
26061,212102753, 134.458458, 22.073702, 14.573, GO16052_LC
16476,211762135, 133.106641, 16.779118, 14.573, GO16052_LC
27734,212176830, 134.623435, 23.655002, 14.573, GO16052_LC|GO16083_LC
31771,251321174, 140.312197, 18.620915, 14.574, GO16052_LC
23781,212033126, 126.973898, 20.806399, 14.574, GO16052_LC
30974,251296714, 139.654574, 16.265189, 14.574, GO16052_LC
6167,211411786, 129.791391, 11.818369, 14.574, GO16005_LC|GO16052_LC
17763,211830427, 138.747039, 17.74891, 14.574, GO16052_LC
31934,251325303, 139.172653, 18.963414, 14.574, GO16079_LC|GO16095_LC
27380,212166719, 129.91256, 23.410335, 14.574, GO16052_LC
9434,211513796, 131.311742, 13.333584, 14.574, GO16052_LC|GO16065_LC
23232,212018290, 135.871573, 20.557996, 14.574, GO16052_LC
33446,251361699, 137.565412, 22.053414, 14.574, GO16005_LC|GO16052_LC|GO16083_LC
21436,211937315, 136.644741, 19.284164, 14.574, GO16052_LC
35076,251410128, 134.637116, 25.365719, 14.575, GO16052_LC
17681,211828276, 132.853601, 17.71837, 14.575, GO16052_LC
8886,211496484, 137.321796, 13.090224, 14.575, GO16052_LC|GO16083_LC
13816,211677133, 129.870237, 15.605744, 14.575, GO16052_LC
18060,211838875, 133.595105, 17.866948, 14.575, GO16052_LC
31822,251322616, 140.864827, 18.741409, 14.575, GO16004_LC
9449,211514269, 136.004314, 13.339921, 14.576, GO16052_LC
7406,211442548, 131.275871, 12.285691, 14.576, GO16052_LC|GO16083_LC
24155,212043637, 127.056407, 20.988014, 14.576, GO16052_LC
10560,211545745, 133.469501, 13.782454, 14.576, GO16052_LC
20454,211911267, 129.680798, 18.895111, 14.576, GO16004_LC|GO16052_LC
24419,212050927, 134.702916, 21.115988, 14.576, GO16052_LC
24292,212047454, 137.686503, 21.053291, 14.576, GO16052_LC|GO16083_LC
34023,251385006, 136.734957, 23.808416, 14.576, GO16004_LC|GO16052_LC
6234,211413212, 132.589892, 11.839767, 14.576, GO16031_LC|GO16064_LC
27532,212170984, 136.045457, 23.510833, 14.577, GO16039_LC
20849,211921339, 130.646469, 19.044779, 14.577, GO16004_LC|GO16052_LC
6939,211430941, 133.704322, 12.108139, 14.577, GO16052_LC
20133,211902833, 132.929632, 18.768392, 14.577, GO16052_LC
28128,212186817, 133.218345, 23.919538, 14.577, GO16052_LC
21061,211927164, 129.480666, 19.131368, 14.577, GO16052_LC
18400,211847894, 134.816578, 17.988827, 14.577, GO16005_LC|GO16056_LC|GO16083_LC
29771,212230511, 131.630281, 25.417761, 14.578, GO16052_LC
17390,211819918, 135.677029, 17.599221, 14.578, GO16052_LC
15674,211736739, 130.095864, 16.420359, 14.578, GO16041_LC
15326,211725803, 130.208752, 16.26459, 14.579, GO16052_LC
23755,212032477, 134.770848, 20.795864, 14.579, GO16052_LC
15434,211729020, 130.261015, 16.311603, 14.579, GO16052_LC
14401,211697834, 129.899325, 15.886395, 14.579, GO16005_LC|GO16052_LC
18943,211863695, 133.92937, 18.208245, 14.579, GO16052_LC
22404,211964487, 131.010837, 19.693619, 14.579, GO16052_LC
18564,211852496, 132.463051, 18.052531, 14.579, GO16052_LC
13729,211673941, 132.616287, 15.562529, 14.58, GO16052_LC
14847,211711544, 129.97802, 16.069285, 14.58, GO16052_LC
11934,211620412, 132.749214, 14.819978, 14.58, GO16004_LC|GO16052_LC
32063,251328443, 138.931914, 19.23787, 14.58, GO16052_LC
21267,211932846, 138.007142, 19.218483, 14.58, GO16052_LC
16480,211762282, 130.925724, 16.781225, 14.58, GO16004_LC|GO16052_LC
9915,211526774, 137.212868, 13.517424, 14.581, GO16052_LC
22480,211968621, 129.693743, 19.754809, 14.581, GO16004_LC|GO16052_LC
20738,211918627, 131.916196, 19.004168, 14.581, GO16004_LC
9709,211521136, 130.86189, 13.437267, 14.581, GO16052_LC
27886,212181006, 129.961039, 23.763356, 14.581, GO16052_LC
32724,251347062, 139.522184, 20.830222, 14.581, GO16052_LC
34847,251404898, 134.938868, 25.071129, 14.582, GO16052_LC
6517,211420690, 133.339284, 11.950621, 14.582, GO16052_LC
28851,212207738, 130.67213, 24.528125, 14.582, GO16052_LC|GO16083_LC
6727,211426713, 130.80628, 12.041866, 14.582, GO16052_LC
20220,211904840, 129.918508, 18.798127, 14.582, GO16052_LC
12475,211637350, 130.5523, 15.060875, 14.583, GO16052_LC
32790,251348585, 139.349321, 20.959899, 14.583, GO16004_LC
17460,211821889, 129.610903, 17.627579, 14.583, GO16005_LC|GO16052_LC
19634,211885013, 137.928742, 18.508741, 14.584, GO16052_LC
26603,212118808, 133.459411, 22.392549, 14.584, GO16052_LC
7523,211445959, 136.354027, 12.339136, 14.584, GO16052_LC|GO16083_LC
30404,251285644, 139.102836, 15.044544, 14.584, GO16005_LC|GO16052_LC|GO16083_LC
20992,211925652, 130.211872, 19.108424, 14.585, GO16052_LC
12295,211631792, 138.667477, 14.982126, 14.585, GO16052_LC
28852,212207786, 134.70823, 24.529271, 14.585, GO16052_LC
30374,251285005, 139.661939, 14.977261, 14.585, GO16005_LC|GO16052_LC|GO16083_LC
10090,211531987, 131.280422, 13.590703, 14.585, GO16052_LC
7712,211451370, 137.322173, 12.421096, 14.586, GO16052_LC|GO16083_LC
12098,211625300, 131.575502, 14.890224, 14.586, GO16004_LC|GO16052_LC
10769,211552664, 133.565152, 13.878148, 14.586, GO16052_LC
22825,212005309, 127.624243, 20.343306, 14.587, GO16052_LC|GO16056_LC
8586,211486666, 135.910603, 12.946056, 14.587, GO16004_LC
23223,212017995, 133.357386, 20.552965, 14.587, GO16052_LC
15365,211726902, 139.124471, 16.280236, 14.587, GO16052_LC
34141,251389318, 138.103045, 24.095829, 14.587, GO16052_LC
28849,212207705, 133.81192, 24.527242, 14.588, GO16052_LC
11668,211612098, 130.713596, 14.702459, 14.588, GO16052_LC
21161,211929567, 131.167255, 19.168011, 14.588, GO16052_LC
29663,212227986, 131.424912, 25.287635, 14.588, GO16052_LC
31717,251319473, 140.756092, 18.477669, 14.589, GO16005_LC|GO16052_LC|GO16083_LC
32993,251353100, 139.200175, 21.337473, 14.589, GO16005_LC|GO16052_LC
11819,211616605, 132.342472, 14.766361, 14.589, GO16052_LC
29329,212220156, 130.733655, 24.949845, 14.589, GO16052_LC
18301,211845266, 129.895072, 17.953377, 14.59, GO16052_LC
25467,212084729, 127.162444, 21.728351, 14.59, GO16052_LC
7780,211453223, 130.215483, 12.448626, 14.59, GO16052_LC
5870,211404138, 133.212468, 11.705189, 14.59, GO16052_LC
11381,211603587, 134.722061, 14.587544, 14.591, GO16052_LC
6124,211410719, 136.928306, 11.803195, 14.591, GO16052_LC
27785,212178463, 130.739156, 23.695868, 14.592, GO16052_LC
29760,212230159, 131.38343, 25.400069, 14.592, GO16052_LC
14303,211695088, 129.426705, 15.849667, 14.592, GO16005_LC|GO16052_LC
9113,211503295, 130.896302, 13.185525, 14.592, GO16052_LC
7687,211450439, 135.418466, 12.406847, 14.592, GO16052_LC
25944,212098770, 127.94081, 21.997198, 14.592, GO16052_LC
15325,211725798, 136.912907, 16.264514, 14.593, GO16005_LC|GO16052_LC|GO16056_LC|GO16083_LC
7328,211440061, 133.230415, 12.24763, 14.594, GO16064_LC
5725,211396368, 135.614006, 11.585569, 14.594, GO16052_LC
18535,211851819, 130.767326, 18.043125, 14.595, GO16052_LC
9688,211520518, 132.90528, 13.428202, 14.595, GO16052_LC|GO16095_LC
10841,211555942, 130.880598, 13.924216, 14.595, GO16052_LC
6824,211428580, 132.878157, 12.071135, 14.595, GO16031_LC|GO16064_LC
9524,211515953, 132.919604, 13.364015, 14.595, GO16052_LC
30942,251296064, 140.388075, 16.19544, 14.595, GO16052_LC
30213,251282068, 139.188006, 14.655881, 14.596, GO16052_LC
23680,212030297, 134.705882, 20.759123, 14.596, GO16052_LC
34147,251389934, 138.275818, 24.141873, 14.596, GO16052_LC
15448,211729339, 138.372451, 16.316044, 14.596, GO16052_LC
34833,251404642, 137.134097, 25.057055, 14.596, GO16052_LC
27784,212178419, 131.423459, 23.694727, 14.596, GO16052_LC
25738,212091967, 128.918612, 21.866052, 14.597, GO16052_LC
6704,211425980, 132.315114, 12.030582, 14.597, GO16052_LC|GO16064_LC
11377,211603532, 136.241407, 14.58674, 14.597, GO16005_LC|GO16052_LC
28696,212204447, 132.03059, 24.424712, 14.597, GO16052_LC|GO16083_LC
26065,212102975, 137.389999, 22.078335, 14.598, GO16052_LC
26637,212119831, 135.061753, 22.413057, 14.598, GO16052_LC
13786,211676138, 132.858701, 15.592222, 14.598, GO16052_LC
31563,251315233, 139.128377, 18.105557, 14.599, GO16052_LC
23591,212027653, 128.347496, 20.715241, 14.599, GO16052_LC
25737,212091957, 126.655684, 21.865907, 14.599, GO16052_LC
26106,212104103, 126.823828, 22.100073, 14.599, GO16052_LC
6667,211424945, 130.742017, 12.014446, 14.6, GO16039_LC|GO16052_LC
34007,251384712, 136.923018, 23.789452, 14.6, GO16052_LC
21582,211940369, 136.624867, 19.331038, 14.6, GO16052_LC
23766,212032707, 128.726369, 20.799366, 14.6, GO16052_LC
5771,211399595, 137.286494, 11.634292, 14.6, GO16052_LC
17332,211818583, 132.784776, 17.579626, 14.6, GO16052_LC
16125,211749973, 136.336704, 16.608162, 14.6, GO16052_LC
29913,228682785, 126.6112518, 20.7983322, 14.6, GO16079_LC|GO16095_LC|GO16102_LC
22885,212007093, 133.021392, 20.371906, 14.601, GO16052_LC
9108,211503166, 133.825799, 13.183554, 14.601, GO16052_LC
9320,211510181, 132.762672, 13.282356, 14.601, GO16052_LC
33638,251373364, 137.465614, 22.951255, 14.601, GO16052_LC
32097,251329705, 139.396701, 19.352726, 14.601, GO16052_LC
15887,211742322, 139.105086, 16.499975, 14.602, GO16052_LC
14678,211706211, 130.44242, 15.997271, 14.603, GO16052_LC
6383,211417272, 135.945441, 11.90116, 14.603, GO16052_LC|GO16083_LC
24947,212070016, 126.530859, 21.456408, 14.603, GO16079_LC|GO16095_LC
24305,212047844, 128.462637, 21.060042, 14.603, GO16052_LC
8437,211477382, 129.999267, 12.812121, 14.604, GO16052_LC
25904,212097276, 137.453928, 21.968714, 14.604, GO16052_LC
27382,212166770, 134.36735, 23.411296, 14.604, GO16052_LC
7791,211453679, 135.379642, 12.456028, 14.605, GO16052_LC
8358,211473140, 133.368598, 12.749674, 14.605, GO16052_LC
14969,211715012, 138.940708, 16.11745, 14.605, GO16052_LC
26490,212115388, 128.702089, 22.325333, 14.605, GO16052_LC
8016,211460745, 131.377025, 12.563168, 14.606, GO16052_LC
14677,211706204, 130.448768, 15.997106, 14.606, GO16052_LC
27880,212180878, 131.019585, 23.760372, 14.606, GO16052_LC
30613,251289439, 140.692327, 15.466367, 14.607, GO16052_LC|GO16083_LC
9313,211509953, 136.465793, 13.279347, 14.607, GO16005_LC|GO16052_LC
7937,211458536, 133.865532, 12.530126, 14.607, GO16052_LC
22281,211959925, 131.59773, 19.624074, 14.607, GO16052_LC
34656,251401643, 135.808716, 24.882457, 14.607, GO16004_LC
26025,212101406, 136.492465, 22.048548, 14.607, GO16052_LC
15092,211718999, 133.435333, 16.171434, 14.608, GO16052_LC
32111,251330016, 138.902625, 19.381898, 14.608, GO16039_LC|GO16052_LC
20417,211910329, 131.482766, 18.881003, 14.608, GO16052_LC
13082,211654754, 135.447182, 15.298139, 14.609, GO16052_LC
34611,251400813, 136.844647, 24.83292, 14.609, GO16039_LC
21558,211939687, 137.452798, 19.320179, 14.609, GO16052_LC
14906,211713538, 133.820581, 16.096758, 14.609, GO16052_LC
34150,251390077, 137.316329, 24.153289, 14.61, GO16052_LC
16040,211747430, 129.98087, 16.572485, 14.61, GO16052_LC
11779,211615347, 130.550182, 14.748073, 14.611, GO16052_LC
27453,212168574, 131.184832, 23.452711, 14.611, GO16052_LC
25380,212082682, 133.288485, 21.690459, 14.611, GO16011_LC|GO16052_LC|GO16065_LC
28948,212210660, 131.736062, 24.626868, 14.611, GO16052_LC
27155,212160068, 134.325692, 23.255763, 14.611, GO16052_LC
18763,211858421, 132.722563, 18.134356, 14.611, GO16052_LC
33956,251383412, 137.201747, 23.697849, 14.611, GO16052_LC
10487,211543796, 135.770581, 13.755078, 14.612, GO16052_LC
18997,211865035, 133.34312, 18.226715, 14.612, GO16004_LC|GO16052_LC
31321,251308815, 140.798207, 17.5139, 14.612, GO16052_LC
9311,211509933, 129.542738, 13.279115, 14.612, GO16052_LC
17696,211828655, 130.436143, 17.723927, 14.613, GO16052_LC
6995,211432203, 136.61658, 12.128468, 14.613, GO16052_LC
10663,211549206, 134.383221, 13.831158, 14.613, GO16052_LC
10708,211550721, 132.957649, 13.851396, 14.613, GO16052_LC|GO16083_LC
26041,212102092, 128.392013, 22.060823, 14.613, GO16065_LC
28669,212203632, 132.128188, 24.399233, 14.613, GO16052_LC
18273,211844547, 138.938764, 17.94325, 14.613, GO16052_LC
28630,212202257, 132.124164, 24.356225, 14.613, GO16052_LC
34937,251406441, 137.573642, 25.157788, 14.613, GO16052_LC|GO16083_LC
22073,211953871, 131.346924, 19.531306, 14.614, GO16052_LC
6151,211411502, 131.628634, 11.8142, 14.614, GO16052_LC|GO16083_LC
34787,251403926, 136.9721, 25.015416, 14.614, GO16052_LC
22939,212008802, 134.248969, 20.399964, 14.614, GO16052_LC
29101,212214895, 133.563335, 24.766684, 14.615, GO16052_LC
24234,212045649, 127.894794, 21.021926, 14.615, GO16005_LC|GO16052_LC
14690,211706608, 136.282723, 16.00269, 14.615, GO16052_LC
28914,212209534, 133.92289, 24.588804, 14.615, GO16052_LC
13660,211672009, 130.515538, 15.53577, 14.615, GO16005_LC|GO16052_LC|GO16083_LC
15304,211725361, 138.848802, 16.258658, 14.615, GO16052_LC|GO16083_LC
33076,251354644, 140.555344, 21.462114, 14.615, GO16052_LC
17448,211821646, 134.404803, 17.624691, 14.615, GO16052_LC
31564,251315241, 139.131942, 18.106163, 14.616, GO16052_LC
11996,211622429, 133.60541, 14.849004, 14.616, GO16052_LC
15209,211722193, 132.72715, 16.215897, 14.616, GO16052_LC
33708,251375827, 137.603641, 23.138134, 14.616, GO16005_LC|GO16052_LC
18617,211854410, 137.081321, 18.078854, 14.617, GO16052_LC
15196,211721957, 132.727424, 16.212637, 14.617, GO16052_LC
10114,211533108, 130.922506, 13.605791, 14.617, GO16052_LC
22652,211998860, 133.942736, 20.235411, 14.617, GO16052_LC
30757,251292317, 139.110511, 15.787041, 14.617, GO16052_LC
33233,251357920, 139.27682, 21.738433, 14.617, GO16052_LC|GO16083_LC
6664,211424775, 137.307558, 12.01171, 14.617, GO16052_LC|GO16083_LC
10898,211558278, 133.900092, 13.957859, 14.617, GO16083_LC
10164,211534560, 134.375036, 13.625359, 14.617, GO16052_LC
28206,212188865, 130.495736, 23.972104, 14.618, GO16052_LC
29121,212215341, 133.531929, 24.782021, 14.618, GO16052_LC
12266,211630723, 134.724385, 14.966956, 14.618, GO16005_LC|GO16052_LC|GO16083_LC
11788,211615690, 133.596778, 14.753307, 14.618, GO16052_LC|GO16083_LC
19248,211872531, 132.545893, 18.329659, 14.618, GO16052_LC
5971,211406937, 129.838223, 11.747171, 14.618, GO16052_LC
10724,211551190, 131.023126, 13.85751, 14.619, GO16052_LC
32824,251349346, 140.300022, 21.023384, 14.619, GO16052_LC
27910,212181460, 131.929977, 23.775055, 14.62, GO16065_LC
33873,251381234, 137.835054, 23.539502, 14.62, GO16052_LC
27867,212180665, 130.04359, 23.755172, 14.62, GO16005_LC|GO16052_LC|GO16083_LC
31861,251323502, 139.636757, 18.808228, 14.62, GO16052_LC|GO16083_LC
32229,251337200, 138.73834, 20.024122, 14.62, GO16052_LC
23947,212037913, 128.069135, 20.886846, 14.62, GO16052_LC
32504,251342008, 138.692923, 20.415611, 14.62, GO16052_LC
9339,211510687, 130.890212, 13.289586, 14.621, GO16052_LC
31745,251320287, 140.985197, 18.547406, 14.621, GO16052_LC
15549,211732511, 133.144651, 16.361583, 14.621, GO16005_LC|GO16052_LC|GO16083_LC
27141,212159586, 134.400055, 23.244438, 14.621, GO16065_LC
28377,212193297, 133.15862, 24.093878, 14.621, GO16005_LC|GO16052_LC
15272,211724214, 134.391507, 16.243236, 14.621, GO16005_LC|GO16052_LC
5739,211397151, 135.175995, 11.597301, 14.621, GO16052_LC
20008,211898675, 134.273843, 18.707437, 14.622, GO16005_LC|GO16052_LC
11531,211608051, 133.795282, 14.648216, 14.622, GO16052_LC|GO16083_LC
22873,212006671, 126.703927, 20.36491, 14.622, GO16079_LC
9267,211508388, 132.712284, 13.258188, 14.622, GO16004_LC|GO16052_LC
6190,211412202, 131.109048, 11.824528, 14.622, GO16052_LC
20054,211900162, 136.312982, 18.729394, 14.622, GO16052_LC
24919,212069009, 136.106742, 21.437048, 14.623, GO16052_LC
18731,211857782, 136.617011, 18.125459, 14.623, GO16052_LC|GO16083_LC
30841,251293941, 140.62775, 15.968387, 14.623, GO16052_LC
19587,211882925, 131.392589, 18.47801, 14.623, GO16052_LC
26601,212118645, 132.854, 22.389522, 14.623, GO16052_LC
31219,251306561, 139.864971, 17.275548, 14.624, GO16052_LC
34290,251394135, 138.303758, 24.425441, 14.624, GO16052_LC
15598,211734370, 134.834316, 16.388007, 14.624, GO16005_LC|GO16052_LC
33696,251375359, 137.210426, 23.106151, 14.625, GO16052_LC
10233,211536594, 129.843803, 13.654563, 14.625, GO16052_LC
23273,212019527, 127.363647, 20.578344, 14.625, GO16052_LC
25341,212081830, 134.740787, 21.674007, 14.625, GO16052_LC
18677,211856277, 130.215022, 18.10437, 14.625, GO16052_LC
15861,211741745, 136.196946, 16.491928, 14.625, GO16039_LC|GO16052_LC
16213,211752496, 133.025576, 16.643083, 14.626, GO16052_LC
9715,211521205, 134.153127, 13.43824, 14.626, GO16052_LC
8393,211475218, 129.472225, 12.780491, 14.626, GO16079_LC|GO16095_LC
31394,251310550, 139.401302, 17.675901, 14.627, GO16052_LC|GO16083_LC
10198,211535570, 132.727374, 13.639915, 14.627, GO16052_LC
10780,211553365, 133.131286, 13.887975, 14.627, GO16052_LC
7547,211446702, 136.231807, 12.350713, 14.627, GO16005_LC|GO16052_LC|GO16083_LC
26888,212131722, 127.041095, 22.653102, 14.627, GO16052_LC
26720,212122761, 126.570916, 22.469845, 14.628, GO16052_LC
12958,211650780, 136.200386, 15.245252, 14.628, GO16052_LC
7281,211438641, 133.92091, 12.22579, 14.628, GO16052_LC
32265,251337742, 140.404849, 20.067608, 14.629, GO16052_LC|GO16083_LC
21575,211940190, 134.468919, 19.328021, 14.629, GO16052_LC
6579,211422545, 135.557406, 11.97868, 14.629, GO16052_LC|GO16083_LC
7213,211436767, 134.555441, 12.197454, 14.629, GO16052_LC
5828,211402606, 133.250936, 11.681233, 14.629, GO16031_LC
15964,211744632, 132.836852, 16.532386, 14.629, GO16052_LC
17179,211813917, 131.042758, 17.513882, 14.63, GO16052_LC
9513,211515816, 131.47216, 13.362024, 14.63, GO16052_LC|GO16083_LC
27087,212158207, 130.352123, 23.21427, 14.63, GO16052_LC
6732,211426881, 135.472904, 12.044573, 14.63, GO16052_LC
28409,212194045, 131.69797, 24.115051, 14.63, GO16052_LC
32907,251351403, 140.507857, 21.194444, 14.63, GO16005_LC|GO16052_LC
14721,211707318, 135.532399, 16.012038, 14.63, GO16052_LC
19515,211880529, 130.905427, 18.443636, 14.631, GO16052_LC
28322,212192026, 131.612402, 24.057887, 14.631, GO16005_LC|GO16052_LC
17796,211831427, 137.631232, 17.762584, 14.631, GO16052_LC
34760,251403601, 135.261447, 24.998158, 14.631, GO16052_LC
33107,251355289, 139.779781, 21.514666, 14.631, GO16079_LC|GO16095_LC|GO16102_LC
33075,251354633, 140.57791, 21.461364, 14.631, GO16052_LC
13444,211664445, 133.382657, 15.433869, 14.632, GO16052_LC
6121,211410579, 135.171142, 11.801156, 14.632, GO16052_LC
8706,211490306, 135.909359, 12.999235, 14.632, GO16004_LC
15772,211739428, 131.371357, 16.458512, 14.632, GO16052_LC|GO16083_LC
32259,251337636, 139.474503, 20.0591, 14.632, GO16005_LC|GO16052_LC
7499,211445271, 133.987138, 12.327669, 14.632, GO16052_LC
28688,212204138, 130.04271, 24.414724, 14.632, GO16052_LC
15798,211740245, 136.96063, 16.470105, 14.632, GO16004_LC
9226,211506683, 135.227612, 13.23382, 14.632, GO16052_LC
10318,211538735, 137.669885, 13.683756, 14.632, GO16052_LC
12679,211642851, 138.391394, 15.137204, 14.632, GO16052_LC
14284,211694668, 131.542421, 15.84399, 14.633, GO16052_LC
31888,251324399, 140.794767, 18.88603, 14.633, GO16052_LC
15731,211738164, 133.165216, 16.440534, 14.633, GO16052_LC
34757,251403570, 137.34845, 24.996031, 14.633, GO16052_LC
25183,212076322, 127.262727, 21.572343, 14.633, GO16052_LC
14925,211713930, 129.94909, 16.102215, 14.633, GO16052_LC
19926,211896373, 134.803404, 18.673771, 14.633, GO16052_LC
15786,211739814, 135.734868, 16.464273, 14.634, GO16052_LC
16955,211807827, 136.446196, 17.427073, 14.634, GO16052_LC
30984,251296822, 139.8748, 16.276377, 14.635, GO16052_LC
28608,212201096, 134.131939, 24.320708, 14.635, GO16052_LC
30677,251290744, 139.700234, 15.610826, 14.635, GO16052_LC
30456,251286627, 139.013411, 15.150418, 14.635, GO16052_LC
34698,251402629, 136.437847, 24.940669, 14.635, GO16052_LC
31190,251305923, 140.514514, 17.212407, 14.636, GO16079_LC|GO16095_LC|GO16102_LC
18530,211851528, 131.318584, 18.038743, 14.636, GO16031_LC|GO16052_LC
31550,251314777, 140.046149, 18.065653, 14.636, GO16052_LC|GO16083_LC
27165,212160317, 133.423169, 23.261337, 14.636, GO16052_LC
7037,211433038, 137.337602, 12.141209, 14.636, GO16052_LC|GO16083_LC
15750,211738720, 133.735655, 16.448599, 14.637, GO16052_LC
28961,212211052, 134.579376, 24.639435, 14.637, GO16052_LC
27704,212175910, 131.309744, 23.631253, 14.637, GO16052_LC
10677,211549669, 135.964657, 13.837668, 14.637, GO16052_LC
17428,211821135, 129.457961, 17.617354, 14.637, GO16052_LC
23813,212033881, 134.289222, 20.818251, 14.637, GO16052_LC
8581,211486568, 134.121628, 12.944682, 14.637, GO16052_LC
6980,211431890, 136.104712, 12.123216, 14.637, GO16052_LC
12494,211637777, 132.956538, 15.066946, 14.638, GO16052_LC|GO16083_LC
28541,212197607, 131.325897, 24.216617, 14.638, GO16052_LC
33872,251381218, 137.721675, 23.538388, 14.638, GO16052_LC
27655,212174388, 132.930511, 23.592205, 14.638, GO16052_LC
22937,212008737, 132.740907, 20.398799, 14.638, GO16052_LC
23220,212017939, 132.815484, 20.55217, 14.638, GO16052_LC
31309,251308598, 140.567733, 17.493165, 14.639, GO16052_LC|GO16083_LC
13671,211672346, 137.62721, 15.540504, 14.639, GO16004_LC
33636,251373352, 137.205742, 22.949856, 14.639, GO16052_LC
24671,212059257, 133.38969, 21.261759, 14.639, GO16052_LC
